Anio,Mes,CodigoPais,PaisDestino,CodigoDepto,DepartamentoOrigen,Partida,Cadena,Producto,CodigoUnidad,CantidadUnidades,ValorMilesFOBDol,ValorMilesPesos,VolumenToneladas
2018,Julio,249,Estados Unidos,17,Caldas,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,1075.2,2.06,5937.35,1.08
2018,Julio,249,Estados Unidos,66,Risaralda,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,571.68,1.09,3134.22,0.57
2018,Julio,573,Países Bajos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,95450,53.12,152013.5,95.45
2018,Julio,23,Alemania,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38640,20.45,58931.54,38.64
2018,Julio,247,Eslovenia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,41328,18.71,53928.36,41.33
2018,Julio,386,Italia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,100800,55.1,159121.73,100.8
2018,Julio,386,Italia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,133630,80.69,230910.57,133.63
2018,Julio,628,Reino Unido,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,161280,64.24,186204.56,161.28
2018,Julio,27,Aruba,68,Santander,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,2744,2.9,8412.69,2.74
2018,Julio,149,Canadá,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,1111.2,2.41,7049.16,1.11
2018,Julio,149,Canadá,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,400,0.56,1632.58,0.4
2018,Julio,211,Chile,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,1166.4,2.79,8035.45,1.17
2018,Julio,244,Emiratos Árabes Unidos,68,Santander,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,17250,12.75,36768.58,17.25
2018,Julio,245,España,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,816,2.09,6008.7,0.82
2018,Julio,249,Estados Unidos,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,16365.6,35.66,103149.63,16.37
2018,Julio,386,Italia,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,906,16.58,48244.4,0.91
2018,Julio,628,Reino Unido,13,Bolívar,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,30.72,1.78,5142.53,0.03
2018,Julio,27,Aruba,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,6380,9.99,28785.76,6.38
2018,Julio,200,Curazao,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,15360,9.2,26623.05,15.36
2018,Julio,580,Panamá,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,4000,7.32,21299.96,4
2018,Julio,105,Brasil,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1190,34.97,100861.96,1.19
2018,Julio,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,15642,16.71,47908.33,15.64
2018,Julio,607,Portugal,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,3792,4.28,12463.85,3.79
2018,Julio,767,Suiza,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,11850,15.63,45490.33,11.85
2018,Junio,244,Emiratos Árabes Unidos,25,Cundinamarca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1181.9,3.23,9493.23,1.18
2018,Junio,245,España,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,2376,1.67,4907.8,2.38
2018,Junio,275,Francia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,12960,9.72,27942.57,12.96
2018,Junio,383,Israel,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,155.52,2.47,7206.01,0.16
2018,Junio,628,Reino Unido,25,Cundinamarca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,913.2,3.22,9413.5,0.91
2018,Junio,573,Países Bajos,47,Magdalena,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,18000,19.44,56748.08,18
2018,Junio,87,Bélgica,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,32850,28.66,82816,32.85
2018,Junio,190,Corea,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38820,17.5,50030.47,38.82
2018,Junio,211,Chile,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,567873.6,211.65,615738.73,567.87
2018,Junio,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,73700,41.99,122419.82,73.7
2018,Junio,249,Estados Unidos,66,Risaralda,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,4025.58,7.66,22077.26,4.03
2018,Junio,249,Estados Unidos,76,Valle del Cauca,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,2200,5.65,16540.16,2.2
2018,Junio,386,Italia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38180,1.8,5208.32,38.18
2018,Junio,573,Países Bajos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,57270,22.54,65854.93,57.27
2018,Junio,23,Alemania,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,77280,40.19,116468.89,77.28
2018,Junio,247,Eslovenia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,123984,55.35,160013.65,123.98
2018,Junio,309,Guadalupe,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,8400,7.77,22220.49,8.4
2018,Junio,386,Italia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,60480,41.48,121034.59,60.48
2018,Junio,386,Italia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,76360,45.92,134046.91,76.36
2018,Junio,607,Portugal,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,38180,22.44,64850.21,38.18
2018,Junio,628,Reino Unido,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,141120,65.29,184672.94,141.12
2018,Junio,27,Aruba,68,Santander,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1770,1.79,5168.75,1.77
2018,Junio,149,Canadá,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,151.2,2.87,8400.35,0.15
2018,Junio,211,Chile,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,1166.4,2.79,7984.07,1.17
2018,Junio,245,España,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,816,2.09,6031.74,0.82
2018,Junio,249,Estados Unidos,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,25564.8,55.37,159529.1,25.56
2018,Junio,249,Estados Unidos,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,1543.54,2.42,7088.95,1.54
2018,Junio,249,Estados Unidos,17,Caldas,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,22023.54,232.16,677768.78,22.02
2018,Junio,767,Suiza,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,770,11.65,33270.36,0.77
2018,Junio,815,Trinidad y Tobago,5,Antioquia,2008201000 - Piñas tropicales (ananas)- en agua con adición de azúcar u otro edulcorante- incluido el jarabe- preparadas o conservadas de otro modo.,Piña,Piñas,KG,778.8,1.65,4820.9,0.78
2018,Junio,27,Aruba,68,Santander,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,1218,1.76,5002.32,1.22
2018,Junio,200,Curazao,8,Atlántico,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,4400,1.2,3431.74,4.4
2018,Junio,200,Curazao,11,Bogotá,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,20160,10.28,29744.61,20.16
2018,Junio,200,Curazao,68,Santander,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,7800,3.64,10517.12,7.8
2018,Junio,200,Curazao,68,Santander,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,912,0.64,1861.89,0.91
2018,Junio,249,Estados Unidos,11,Bogotá,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,4506.4,7.59,21796.37,4.51
2018,Junio,105,Brasil,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,390,11.74,33573.8,0.39
2018,Junio,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,39816,41.74,119380.66,39.82
2018,Junio,607,Portugal,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,5120,4.98,14252.16,5.12
2018,Mayo,275,Francia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,5217.3,4.04,11634.46,5.22
2018,Mayo,573,Países Bajos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,11539,8.91,25574.36,11.54
2018,Mayo,628,Reino Unido,20,Cesar,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,16541,8.99,25248.82,16.54
2018,Mayo,190,Corea,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,37440,26.54,75676.69,37.44
2018,Mayo,211,Chile,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,293050,149.45,428947.4,293.05
2018,Mayo,245,España,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,134263.6,53.98,155096.6,134.26
2018,Mayo,249,Estados Unidos,17,Caldas,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,2150.4,4.12,11639.6,2.15
2018,Mayo,249,Estados Unidos,66,Risaralda,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,3563.47,6.78,19444.61,3.56
2018,Mayo,249,Estados Unidos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,180344,109.71,312489.83,180.34
2018,Mayo,249,Estados Unidos,76,Valle del Cauca,2008209000 - Las demás piñas tropicales (ananas) preparadas o conservadas de otro modo.,Piña,Piñas,KG,5177.6,10.19,29469.93,5.18
2018,Mayo,573,Países Bajos,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,298399.05,118.6,339496.92,298.4
2018,Mayo,603,Polonia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,59760,0,0.09,59.76
2018,Mayo,607,Portugal,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,59760,17.43,49700.25,59.76
2018,Mayo,676,Rusia- Federación de,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,19760.4,0,0.03,19.76
2018,Mayo,23,Alemania,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,115920,61.66,174417.26,115.92
2018,Mayo,247,Eslovenia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,123984,55.73,157648.82,123.98
2018,Mayo,386,Italia,5,Antioquia,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,302400,98.38,279740.86,302.4
2018,Mayo,386,Italia,76,Valle del Cauca,0804300000 - Piñas tropicales (ananas)- frescas o secas.,Piña,Piñas,KG,116200,57.06,164288.39,116.2
